C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_33_316.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_33_316.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_33_316.jpg, 0, 0, 0, 5.258222E-05
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_33_419.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_33_419.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_33_419.jpg, 0, 0, 0, 5.15486E-05
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_33_520.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_33_520.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_33_520.jpg, 0, 0, 0, 5.141302E-05
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_33_624.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_33_624.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_33_624.jpg, 0, 0, 0, 5.155198E-05
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_33_725.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_33_725.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_33_725.jpg, 0, 0, 0, 5.1266E-05
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_33_827.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_33_827.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_33_827.jpg, 0, 0, 0, 5.157672E-05
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_33_930.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_33_930.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_33_930.jpg, 0, 0, 0, 5.137555E-05
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_34_030.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_34_030.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_34_030.jpg, 0, 0, 0, 5.15682E-05
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_34_138.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_34_138.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_34_138.jpg, 0, 0, 0, 5.26613E-05
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_34_237.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_34_237.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_34_237.jpg, 0, 0, 0, 5.180658E-05
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_34_344.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_34_344.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_34_344.jpg, 0, 0.1451607, 0, 0.05566214
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_34_451.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_34_451.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_34_451.jpg, 0, 0.4629765, 0, 0.4572177
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_34_554.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_34_554.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_34_554.jpg, 0, 0.770466, 0, 1.218304
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_34_657.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_34_657.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_34_657.jpg, -0.2722146, 1, 0, 2.298732
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_34_763.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_34_763.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_34_763.jpg, -0.6322923, 1, 0, 3.688137
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_34_865.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_34_865.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_34_865.jpg, -0.7982488, 1, 0, 4.802757
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_34_969.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_34_969.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_34_969.jpg, -0.5059888, 1, 0, 5.969182
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_35_072.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_35_072.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_35_072.jpg, -0.197068, 1, 0, 7.123617
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_35_175.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_35_175.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_35_175.jpg, 0, 1, 0, 8.248788
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_35_279.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_35_279.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_35_279.jpg, 0, 1, 0, 9.371264
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_35_383.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_35_383.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_35_383.jpg, 0, 1, 0, 10.70429
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_35_489.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_35_489.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_35_489.jpg, 0, 1, 0, 11.64058
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_35_592.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_35_592.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_35_592.jpg, 0, 1, 0, 12.86253
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_35_699.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_35_699.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_35_699.jpg, 0, 1, 0, 13.98606
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_35_800.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_35_800.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_35_800.jpg, 0, 1, 0, 14.97264
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_35_900.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_35_900.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_35_900.jpg, 0, 1, 0, 16.14804
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_36_007.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_36_007.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_36_007.jpg, 0, 1, 0, 17.42329
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_36_107.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_36_107.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_36_107.jpg, 0, 1, 0, 18.29777
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_36_208.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_36_208.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_36_208.jpg, 0, 1, 0, 19.46723
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_36_311.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_36_311.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_36_311.jpg, 0, 1, 0, 20.36588
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_36_411.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_36_411.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_36_411.jpg, -0.1962408, 1, 0, 21.43454
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_36_513.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_36_513.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_36_513.jpg, -0.3668676, 1, 0, 22.26761
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_36_615.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_36_615.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_36_615.jpg, -0.0575202, 1, 0, 23.27555
C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\center_2020_10_05_23_27_36_715.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\left_2020_10_05_23_27_36_715.jpg, C:\Users\PC101\Desktop\SELF-DRIVING\Data\IMG\right_2020_10_05_23_27_36_715.jpg, 0, 1, 0, 24.22857
